name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
Antoro (Earth-616),\/Antoro_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,Jul-98,1998
B'arr (Earth-616),\/B%27arr_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Jan-98,1998
Brady O'Neil (Earth-616),\/Brady_O%27Neil_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-98,1998
C'hin (Earth-616),\/C%27hin_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Bald,Male Characters,,Living Characters,,Jan-98,1998
Chulyen (Earth-616),\/Chulyen_(Earth-616),,,,,,,Living Characters,,Jul-98,1998
Cleito (Earth-616),\/Cleito_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Jul-98,1998
Dominique Levant (Earth-616),\/Dominique_Levant_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Nov-98,1998
M'stapha (Earth-616),\/M%27stapha_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,,Jan-98,1998
Mark Ewing (Earth-616),\/Mark_Ewing_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-98,1998
Mercury (Cerebro's X-Men) (Earth-616),\/Mercury_(Cerebro%27s_X-Men)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Oct-98,1998
S'met'kth (Earth-616),\/S%27met%27kth_(Earth-616),,,,,,,Living Characters,,Dec-98,1998
S'pyke (Earth-616),\/S%27pyke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Jan-98,1998
Sn'Tlo (Earth-616),\/Sn%27Tlo_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Variable Hair,Male Characters,,Living Characters,,Mar-98,1998
Tu (Karel's Friend) (Earth-616),\/Tu_(Karel%27s_Friend)_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Aug-98,1998
Virginia Romita (Earth-616),\/Virginia_Romita_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Mar-98,1998
Worm-Digger (Earth-616),\/Worm-Digger_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Nov-98,1998
Wynona Wingfoot (Earth-616),\/Wynona_Wingfoot_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Jan-98,1998
Ajes'ha (Earth-616),\/Ajes%27ha_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,,Jul-99,1999
Ce'Athauna Asira Davin (Earth-616),\/Ce%27Athauna_Asira_Davin_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,,Dec-99,1999
Colleen O'Shaugnessy (Earth-616),\/Colleen_O%27Shaugnessy_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Feb-99,1999
D'Chel (Earth-616),\/D%27Chel_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,,Jan-99,1999
Ernesto & Luigi Gambonno (Earth-98121),\/Ernesto_%26_Luigi_Gambonno_(Earth-98121),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,,Jul-99,1999
Frank Dallas (Earth-616),\/Frank_Dallas_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,,Dec-99,1999
Joe Spencer (Earth-616),\/Joe_Spencer_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,,Dec-99,1999
M'Reel (Earth-616),\/M%27Reel_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Sep-99,1999
Nathan Paul (Earth-616),\/Nathan_Paul_(Earth-616),,,,,Male Characters,,Living Characters,,Dec-99,1999
Reno (Secret Agent),\/Reno_(Secret_Agent),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,,Aug-99,1999
Ry'lor (Earth-616),\/Ry%27lor_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Aug-99,1999
Steven (Adrienne's husband) (Earth-616),\/Steven_(Adrienne%27s_husband)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,,Aug-99,1999
Threnody's child (Earth-616),\/Threnody%27s_child_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,,Dec-99,1999
Agitator (Earth-616),\/Agitator_(Earth-616),,,,,,,Living Characters,,Apr-00,2000
Archenemy (Earth-616),\/Archenemy_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,,Dec-00,2000
Azazel (Grigori) (Earth-616),\/Azazel_(Grigori)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Apr-00,2000
Eclecta (Earth-616),\/Eclecta_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,,Apr-00,2000
Flying Carpet (SHE) (Earth-616),\/Flying_Carpet_(SHE)_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,,Dec-00,2000
Freak (Silvereye) (Earth-616),\/Freak_(Silvereye)_(Earth-616),,,,Bald,Male Characters,,Living Characters,,Jan-00,2000
G'anym (Earth-616),\/G%27anym_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,,Jul-00,2000
Geronimo Crowe (Earth-616),\/Geronimo_Crowe_(Earth-616),,,,,Male Characters,,Living Characters,,Sep-00,2000
John Braddock (Earth-616),\/John_Braddock_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,Apr-00,2000
Malovick (Earth-616),\/Malovick_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,,Apr-00,2000
Masahiko (Earth-616),\/Masahiko_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,,May-00,2000
Max Parrish (Earth-616),\/Max_Parrish_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,,Dec-00,2000
Obliterator (Alien) (Earth-616),\/Obliterator_(Alien)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Sep-00,2000
P'kar (Earth-616),\/P%27kar_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-00,2000
P'krrd (Earth-616),\/P%27krrd_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jul-00,2000
Pyron (Deadair) (Earth-616),\/Pyron_(Deadair)_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,,Apr-00,2000
R'tee (Earth-616),\/R%27tee_(Earth-616),Public Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,Feb-00,2000
T'Dogo (Heroes Reborn) (Earth-616),\/T%27Dogo_(Heroes_Reborn)_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Jan-00,2000
Why'rion (Earth-616),\/Why%27rion_(Earth-616),,,,,Male Characters,,Living Characters,,Nov-00,2000
X'Hoss (Earth-616),\/X%27Hoss_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,May-00,2000
Z'Cann (Earth-616),\/Z%27Cann_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,,Feb-00,2000
Anna Wei (Earth-616),\/Anna_Wei_(Earth-616),,,,,Female Characters,,Living Characters,,1-Oct,2001
Barker (Dog) (Earth-616),\/Barker_(Dog)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,1-Jun,2001
Brutus Klor (Earth-616),\/Brutus_Klor_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,,1-Feb,2001
Caleb Tillis (Earth-616),\/Caleb_Tillis_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,1-Jul,2001
Charles Barnabus (Earth-616),\/Charles_Barnabus_(Earth-616),Secret Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,,1-Dec,2001
Claude Unger (Earth-616),\/Claude_Unger_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,,1-Sep,2001
Croc (Earth-616),\/Croc_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Deceased Characters,,1-Aug,2001
Grace & Mary Mercy (Earth-616),\/Grace_%26_Mary_Mercy_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,,1-May,2001
Hedron theFaceted (Earth-616),\/Hedron_theFaceted_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,1-Feb,2001
John (Mutant) (Earth-616),\/John_(Mutant)_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,,1-Oct,2001
Karinna Rose (Earth-616),\/Karinna_Rose_(Earth-616),Public Identity,Good Characters,,,,,Living Characters,,1-Nov,2001
Kathleen O'Meara (Earth-616),\/Kathleen_O%27Meara_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,,1-Jan,2001
Kiko Wei (Earth-616),\/Kiko_Wei_(Earth-616),,,,,Male Characters,,Living Characters,,1-Oct,2001
Rose O'Hara (Earth-616),\/Rose_O%27Hara_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,,1-Nov,2001
Simian (Earth-616),\/Simian_(Earth-616),,,,,,,Deceased Characters,,1-Aug,2001
Tallibone (Earth-616),\/Tallibone_(Earth-616),,,,Red Hair,Female Characters,,Living Characters,,1-Sep,2001
Viliven (Earth-616),\/Viliven_(Earth-616),,,,,Female Characters,,Living Characters,,1-Feb,2001
Warthog (Earth-616),\/Warthog_(Earth-616),,,,Brown Hair,Male Characters,,Deceased Characters,,1-Aug,2001
Charles Huckle (Earth-616),\/Charles_Huckle_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,,2-Nov,2002
Kane Tucker (Earth-616),\/Kane_Tucker_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,2-Nov,2002
Katherine Hahn (Earth-616),\/Katherine_Hahn_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,,2-Nov,2002
N'zyr (Earth-616),\/N%27zyr_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,,Female Characters,,Living Characters,,2-May,2002
Solomon O'Sullivan (Earth-616),\/Solomon_O%27Sullivan_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,,2-Aug,2002
Voletta Todd (Counter-Earth) (Earth-616),\/Voletta_Todd_(Counter-Earth)_(Earth-616),,,,,Female Characters,,Living Characters,,2-Feb,2002
Yoshi's mother (Earth-616),\/Yoshi%27s_mother_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,,2-Jun,2002
Barb (Spikes) (Earth-616),\/Barb_(Spikes)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,3-Jan,2003
Brian Swaine (Earth-616),\/Brian_Swaine_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,3-Feb,2003
Drang (Earth-616),\/Drang_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,3-May,2003
Friederich Krause (Earth-616),\/Friederich_Krause_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,3-Nov,2003
Hector (Latin Kings) (Earth-616),\/Hector_(Latin_Kings)_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,3-Nov,2003
Jake Garza (Earth-616),\/Jake_Garza_(Earth-616),Public Identity,Neutral Characters,Red Eyes,Orange Hair,Male Characters,,Living Characters,,3-Aug,2003
Jeremy Markley (Earth-616),\/Jeremy_Markley_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,3-Oct,2003
Josiah's Surrogate Mother (Earth-616),\/Josiah%27s_Surrogate_Mother_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,3-Nov,2003
Le' Sabre (Earth-616),\/Le%27_Sabre_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,3-May,2003
Marie D'Ancanto (Earth-616),\/Marie_D%27Ancanto_(Earth-616),Public Identity,,One Eye,Red Hair,Female Characters,,Living Characters,,3-Nov,2003
Reuben O'Hara (Earth-616),\/Reuben_O%27Hara_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,,3-Mar,2003
Sturm (Earth-616),\/Sturm_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,3-May,2003
Agmarr Slogg (Earth-616),\/Agmarr_Slogg_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,,4-Nov,2004
Carlo Brewster (Earth-616),\/Carlo_Brewster_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,,4-Jan,2004
Ch'ak (Earth-616),\/Ch%27ak_(Earth-616),,,Yellow Eyes,No Hair,Male Characters,,Living Characters,,4-Jun,2004
Chris Reichert (Earth-616),\/Chris_Reichert_(Earth-616),,,,,Male Characters,,Living Characters,,4-Apr,2004
D'narda (Earth-616),\/D%27narda_(Earth-616),Secret Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,,4-Oct,2004
Greg Carlson (Earth-616),\/Greg_Carlson_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,,4-Jun,2004
Hakurei,\/Hakurei,,Bad Characters,,,Male Characters,,Living Characters,,4-May,2004
Jason Reichert (Earth-616),\/Jason_Reichert_(Earth-616),,,,,Male Characters,,Living Characters,,4-Apr,2004
Kevin Smith (Earth-616),\/Kevin_Smith_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,4-Apr,2004
Roy Cook (Earth-616),\/Roy_Cook_(Earth-616),,,,,Male Characters,,Living Characters,,4-Apr,2004
Tuatola T'Tuana Timon (Earth-616),\/Tuatola_T%27Tuana_Timon_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,,4-May,2004
Aragorn (Vatican's Black Knight) (Earth-616),\/Aragorn_(Vatican%27s_Black_Knight)_(Earth-616),No Dual Identity,,,White Hair,,,Deceased Characters,,5-Jun,2005
Dale Rice (Earth-616),\/Dale_Rice_(Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,,5-Mar,2005
De'zean (Earth-616),\/De%27zean_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,,5-Nov,2005
Dex (Coot's Bluff) (Earth-616),\/Dex_(Coot%27s_Bluff)_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,,5-Nov,2005
Eleanor Bishop (Earth-616),\/Eleanor_Bishop_(Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Deceased Characters,,5-May,2005
Ewa'fareek (Earth-616),\/Ewa%27fareek_(Earth-616),No Dual Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,,5-Nov,2005
Frankenstein's Monster (Clone) (Earth-616),\/Frankenstein%27s_Monster_(Clone)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,,5-Dec,2005
H'Rham (Earth-616),\/H%27Rham_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,5-Jul,2005
K'Shan (Earth-616),\/K%27Shan_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,5-Jul,2005
K'Tyah (Earth-616),\/K%27Tyah_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,,5-May,2005
Klaw (Ulysses' great-grandfather) (Earth-616),\/Klaw_(Ulysses%27_great-grandfather)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,,5-Apr,2005
Lil' Bro (Earth-616),\/Lil%27_Bro_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,,5-Sep,2005
Louis Sadler's son (Earth-616),\/Louis_Sadler%27s_son_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,,5-Apr,2005
M'Butu (Earth-616),\/M%27Butu_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,5-Jun,2005
M'Shula (Earth-616),\/M%27Shula_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,5-May,2005
Matthew Bronleewe (Earth-616),\/Matthew_Bronleewe_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,5-Jun,2005
Mrs. Altman (Anelle's Nursemaid) (Earth-616),\/Mrs._Altman_(Anelle%27s_Nursemaid)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,,5-Dec,2005
Numara D'athahr (Earth-616),\/Numara_D%27athahr_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,,5-Feb,2005
Q'Ran (Earth-616),\/Q%27Ran_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,,5-Jul,2005
Richard Chung (Earth-616),\/Richard_Chung_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,5-Jun,2005
Ronald Kinney (Earth-616),\/Ronald_Kinney_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,,5-Mar,2005
S'Yan (Earth-616),\/S%27Yan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,,5-May,2005
T'Shan (Earth-616),\/T%27Shan_(Earth-616),Public Identity,Good Characters,Black Eyes,Bald,Male Characters,,Living Characters,,5-May,2005
Titannus (Earth-616),\/Titannus_(Earth-616),,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,5-Jan,2005
Todd Casey (Earth-616),\/Todd_Casey_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,5-Jun,2005
Ya'lont (Earth-616),\/Ya%27lont_(Earth-616),No Dual Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,5-Feb,2005
Yuri's stepmother (Earth-616),\/Yuri%27s_stepmother_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,,5-Nov,2005
Ame-no-minaka-nushi-no-kami (Earth-616),\/Ame-no-minaka-nushi-no-kami_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,6-Jul,2006
Anissa Dorsey (Earth-616),\/Anissa_Dorsey_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,,6-Mar,2006
Carl Lombardi (Earth-616),\/Carl_Lombardi_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,,6-Jan,2006
Dai'andral (Earth-616),\/Dai%27andral_(Earth-616),Public Identity,Good Characters,White Eyes,,Female Characters,,Living Characters,,6-Apr,2006
Eric O'Grady (Earth-616),\/Eric_O%27Grady_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,,6-Dec,2006
K'Tor (Earth-616),\/K%27Tor_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,6-Nov,2006
Kal'ti (Earth-616),\/Kal%27ti_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,,6-Nov,2006
Kerberos (Skrull) (Earth-616),\/Kerberos_(Skrull)_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,,6-Jan,2006
Kid Clayton (Earth-616),\/Kid_Clayton_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,,6-Aug,2006
Korvus Rook'shir (Earth-616),\/Korvus_Rook%27shir_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,,6-Nov,2006
Lucius Kleinstein (Earth-616),\/Lucius_Kleinstein_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,,6-Jan,2006
Mrs. Munroe (Earth-616),\/Mrs._Munroe_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,,6-Jul,2006
N'Ruto (Earth-616),\/N%27Ruto_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,6-Nov,2006
Ororo's grandmother (Earth-616),\/Ororo%27s_grandmother_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,,6-Aug,2006
Otkid the Omnipotent (Earth-616),\/Otkid_the_Omnipotent_(Earth-616),,,,,Male Characters,,Living Characters,,6-Dec,2006
Perry Moore (Earth-616),\/Perry_Moore_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,,6-Mar,2006
R'Kin (Earth-616),\/R%27Kin_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,,6-Jun,2006
Robin Parrish (Earth-616),\/Robin_Parrish_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,,6-Mar,2006
Rook'shir (Earth-616),\/Rook%27shir_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,,6-Dec,2006
